id,id_sales,id_customer,id_courier,shipping_number,po_number,sub_total,total_before_tax,total_after_tax,tax,payment_status,order_status,shipping_status,description,order_date,delivery_date,delivered_date,done_date,file_url,note,required_dp,created_at,updated_at,file_customer,id_company,review_date,reject_date,approved_date,process_date,ready_date,image_po_delivered
4dcc3f94-8f32-4de1-a0c1-b8b7dd3f0717,29,818b1ebc-64a5-4725-9cfd-16706f910aaf,,,PO/01/0058,31972973,28455946,35490000,0,0,2,0,V650 Include pasir Silika (3 sak/filter),2024-01-11 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-10-20240424-054504-641445865c959048.xlsx,ready,0,2024-01-11 15:44:35,2024-01-22 10:58:05,,e44b7e5a-fa1c-45cc-a5fa-9c73e5f1ad21,2024-01-11 16:48:54,NULL,2024-01-11 16:48:57,2024-01-22 10:58:05,NULL,
4ebfda55-d58a-4803-82a3-5f958382b1ee,25,d07f45fa-8fad-4eb5-b9e6-7a396f7af2ee,,,PO/01/0028,360360,320721,400000,0,0,3,0,Diambil langsung digudang bali + bayar lunas,2024-01-04 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-11-20240424-054505-cdb92a4404c40daf.xlsx,ready,0,2024-01-04 9:16:15,2024-01-04 13:21:18,,e44b7e5a-fa1c-45cc-a5fa-9c73e5f1ad21,2024-01-04 9:23:17,NULL,2024-01-04 9:23:24,2024-01-04 13:21:13,2024-01-04 13:21:18,
5dd1d359-e0a0-48bb-8dc6-439296ce4f55,25,e51ef426-bd26-4947-a3f6-4d517a633a7d,,,PO/01/0099,31846847,28343694,35350000,0,0,8,0,Barang menggunakan stok gudang lombok,2024-01-26 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-12-20240424-054505-42506c4fdf971489.xlsx,,0,2024-01-26 14:43:32,2024-01-26 15:14:45,,d89706e7-6292-4065-a1f8-38c80fcf8412,2024-01-26 15:14:42,NULL,2024-01-26 15:14:45,NULL,NULL,
615441d2-7f8a-4e66-9ddb-bf1648663486,25,a668c05f-444c-4d79-b7c4-32f717435feb,,,PO/01/0032,3603604,3207207,4000000,0,0,3,0,Menggunakan Stok Lombok ,2024-01-04 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-13-20240424-054506-d3ffd6991811baa2.xlsx,,0,2024-01-04 10:01:12,2024-01-04 14:31:33,,e44b7e5a-fa1c-45cc-a5fa-9c73e5f1ad21,2024-01-04 10:26:35,NULL,2024-01-04 10:26:39,2024-01-04 14:31:21,2024-01-04 14:31:33,
6ca698c8-f1a1-4b52-9e36-d22a50cdd92d,25,b3488898-915e-41e0-af20-5b1521952137,,,PO/01/0063,180180,160360,200000,0,0,3,0,Servis Pompa,2024-01-15 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-14-20240424-054506-22a7111d4732b725.xlsx,ready,0,2024-01-15 12:00:46,2024-01-23 10:14:33,,e44b7e5a-fa1c-45cc-a5fa-9c73e5f1ad21,2024-01-15 15:28:26,NULL,2024-01-15 15:28:29,2024-01-22 10:56:00,2024-01-23 10:14:33,
72b05494-c7f3-42a0-97c0-9d252f3f0ad5,25,2914cb3b-bdb0-4815-a5e8-553f0f7e3a09,,,PO/02/0022,12149640,10813179,13486100,0,0,8,0,"EUROINOX INCLUDE SMART PRESS
DAB E 50, V400, DAN EUROINOX 40/50 MENGGUNAKAN STOK LOMBOK
TOLONG DKKIRIMKAN PASIR SILIKA DAN SMARTPRESS",2024-02-13 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-15-20240424-054506-6de6ed420325a556.xlsx,,0,2024-02-13 15:13:50,2024-02-15 11:06:18,,e44b7e5a-fa1c-45cc-a5fa-9c73e5f1ad21,2024-02-15 11:06:14,NULL,2024-02-15 11:06:18,NULL,NULL,
73c6eb94-97b4-4ff2-bc42-89f49e29f48a,6cf56062-8dcf-4f90-a0d8-c7c77ed62412,2ea493da-3288-4c48-8440-136d84ca4f15,,,PO/01/0009,46891890,41733782,52049998,0,0,3,0,kredit 2 minggu,2024-01-02 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-16-20240424-054507-62e26192eb775e1e.pdf,,0,2024-01-02 11:31:08,2024-01-23 10:10:36,,e44b7e5a-fa1c-45cc-a5fa-9c73e5f1ad21,2024-01-02 11:55:51,NULL,2024-01-02 11:55:54,2024-01-02 12:17:20,2024-01-23 10:10:36,
7a198fe0-ba98-4d61-95ae-32a3c9971383,25,50a34e18-7b8c-41f3-a887-16e9b3cd1cd3,,,PO/01/0055,2148649,1912297,2385000,0,0,3,0,"BARANG DIKIRIM KE KANTOR LOMBOK HARI INI, barang dijadikan 1 harga ( jet 62 include smartpress)",2024-01-11 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-17-20240424-054508-5a752d3e5def428c.xlsx,ready,0,2024-01-11 9:44:04,2024-01-23 10:13:44,,e44b7e5a-fa1c-45cc-a5fa-9c73e5f1ad21,2024-01-11 12:26:55,NULL,2024-01-11 12:26:58,2024-01-22 10:59:02,2024-01-23 10:13:44,
84c723fe-b4e7-4abd-bfe2-c8ffc2218c6f,25,13daefe3-43e3-469c-9b03-4e6866c4d52e,,,PO/01/0080,1621622,1443243,1800000,0,0,8,0,Dikirim langsung ke kokoh jika sudah lunas,2024-01-22 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-18-20240424-054508-b5a46436991e52c4.xlsx,,0,2024-01-22 10:33:14,2024-01-22 11:24:08,https://sangsuratma.bimasaktisanjaya.com/images/7ee9c047aa41f3a4.jpeg,e44b7e5a-fa1c-45cc-a5fa-9c73e5f1ad21,2024-01-22 11:24:05,NULL,2024-01-22 11:24:08,NULL,NULL,
86206dc9-b7fe-49b1-8147-07402a1ac131,25,806a0f75-6f38-48b7-a690-dd3af2b96b34,,,PO/02/0005,17837838,15875676,19800000,0,0,2,0,"Barang menggunakan stok lombok
",2024-02-05 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-19-20240424-054509-1949a1117905337a.xlsx,,0,2024-02-05 16:26:52,2024-02-05 16:30:57,,d89706e7-6292-4065-a1f8-38c80fcf8412,2024-02-05 16:30:47,NULL,2024-02-05 16:30:49,2024-02-05 16:30:57,NULL,
8fa85ef2-de5d-45e2-8467-a465094f39c6,19,f7d26ede-8720-47fe-885e-441f49fbf4f1,,,PO/01/0011,14000018,14000018,15540020,0,0,2,0,PO: 2117738,2024-01-02 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-20-20240424-054511-6c202108d05ff994.pdf,Pesanan Pembelian #16655 PT. KARCHER INDONESIA,1,2024-01-02 12:18:43,2024-01-03 19:21:03,https://sangsuratma.bimasaktisanjaya.com/documents/06b3d20cecdb15a2.pdf,d89706e7-6292-4065-a1f8-38c80fcf8412,2024-01-02 12:37:08,NULL,2024-01-02 12:37:11,2024-01-03 19:21:03,NULL,
9f0177b7-4650-4c0e-aaa5-7360a6be8706,25,2ca61e03-1a9f-48f1-97e5-0bb669dd27ee,,,PO/01/0078,16810811,14961622,18660000,0,0,8,0,PO sudah diproses dan dikirim langsung ke lokasi,2024-01-22 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-21-20240424-054511-a3d263770c78fc16.xlsx,,0,2024-01-22 10:03:17,2024-01-22 10:53:43,https://sangsuratma.bimasaktisanjaya.com/images/f47f8e38b0564a63.jpeg,d89706e7-6292-4065-a1f8-38c80fcf8412,2024-01-22 10:53:40,NULL,2024-01-22 10:53:43,NULL,NULL,
a445ebeb-7443-4277-9e6a-b4c0e1cb6611,29,7b1c2c9b-2b89-4f29-a68d-8d98d2453a54,,,PO/01/0064,630631,561261,700000,0,0,3,0,Barang beli di Lombok include saringan,2024-01-15 8:00:00,NULL,NULL,NULL,http://sangsuratma.tech-bss.com/documents/file-22-20240424-054511-487cca6b59ab8d16.xlsx,ready,0,2024-01-15 12:20:38,2024-01-23 10:14:40,https://sangsuratma.bimasaktisanjaya.com/documents/ec98291000a80208.pdf,d89706e7-6292-4065-a1f8-38c80fcf8412,2024-01-15 15:31:07,NULL,2024-01-15 15:31:10,2024-01-22 10:55:51,2024-01-23 10:14:40,
