mfcc_Hindia-Mata Air_0,mfcc_Hindia-Mata Air_1,mfcc_Hindia-Mata Air_2,mfcc_Hindia-Mata Air_3,mfcc_Hindia-Mata Air_4,mfcc_Hindia-Mata Air_5,mfcc_Hindia-Mata Air_6,mfcc_Hindia-Mata Air_7,mfcc_Hindia-Mata Air_8,mfcc_Hindia-Mata Air_9,mfcc_Hindia-Mata Air_10,mfcc_Hindia-Mata Air_11,mfcc_Hindia-Mata Air_12,mfcc_Hindia-Mata Air_13,mfcc_Hindia-Mata Air_14,mfcc_Hindia-Mata Air_15,mfcc_Hindia-Mata Air_16,mfcc_Hindia-Mata Air_17,mfcc_Hindia-Mata Air_18,mfcc_Hindia-Mata Air_19,mfcc_Hindia-Mata Air_20,mfcc_Hindia-Mata Air_21,mfcc_Hindia-Mata Air_22,mfcc_Hindia-Mata Air_23,mfcc_Hindia-Mata Air_24,mfcc_Hindia-Mata Air_25,mfcc_Hindia-Mata Air_26,mfcc_Hindia-Mata Air_27,mfcc_Hindia-Mata Air_28,mfcc_Hindia-Mata Air_29,mfcc_Hindia-Mata Air_30,mfcc_Hindia-Mata Air_31,mfcc_Hindia-Mata Air_32,mfcc_Hindia-Mata Air_33,mfcc_Hindia-Mata Air_34,mfcc_Hindia-Mata Air_35,mfcc_Hindia-Mata Air_36,mfcc_Hindia-Mata Air_37,mfcc_Hindia-Mata Air_38,mfcc_Hindia-Mata Air_39,mfcc_Hindia-Mata Air_40,mfcc_Hindia-Mata Air_41,mfcc_Hindia-Mata Air_42,mfcc_Hindia-Mata Air_43,mfcc_Hindia-Mata Air_44,mfcc_Hindia-Mata Air_45,mfcc_Hindia-Mata Air_46,mfcc_Hindia-Mata Air_47,mfcc_Hindia-Mata Air_48,mfcc_Hindia-Mata Air_49,mfcc_Hindia-Mata Air_50,mfcc_Hindia-Mata Air_51,mfcc_Hindia-Mata Air_52,mfcc_Hindia-Mata Air_53,mfcc_Hindia-Mata Air_54,mfcc_Hindia-Mata Air_55
0.5567491,0.5218208,0.54433423,0.49255332,0.56305665,0.41306454,0.1373863,0.276248,0.46980825,0.2614388,0.38447848,0.24862596,0.347144,0.31283015,0.083952114,0.13237251,0.07067853,0.36130306,0.36095443,0.06309979,0.07388786,0.11631302,0.27821052,0.37139323,0.13126838,0.23525898,0.17249158,0.34642577,0.41558877,0.084625974,0.08576696,0.14662535,0.4060767,0.3978523,0.060908124,0.04710622,0.13862388,0.3850299,0.35830313,0.120275155,0.19622242,0.11270295,0.25161034,0.13667801,0.23252308,0.4730242,0.17082007,0.46827865,0.29928264,0.10976149,0.017047286,0.0,0.35331848,0.38421524,0.66650134,0.7535411
0.5706979,0.52439106,0.5595462,0.5153553,0.5277595,0.58226085,0.47796,0.4627898,0.6436304,0.6304338,0.59443086,0.5298992,0.6122787,0.49711734,0.43227822,0.35178626,0.38113004,0.4412762,0.5834833,0.34981108,0.4051469,0.43865108,0.59331745,0.50714177,0.35837275,0.4937347,0.47947034,0.52156925,0.5153812,0.3749048,0.32250676,0.44140726,0.46401134,0.4747599,0.39104193,0.27628624,0.43564636,0.48215225,0.47414362,0.39139953,0.42283827,0.46284842,0.44934857,0.7340193,0.58676624,0.50716996,0.47146875,0.6262901,0.48063573,0.37900043,0.4025209,0.61938816,0.59612614,0.8529496,0.6599085,0.73181796
0.5908439,0.5459649,0.56192213,0.5641844,0.5551803,0.4897482,0.1182801,0.34707683,0.555686,0.37237722,0.39752188,0.15641883,0.44958407,0.3713576,0.16207418,0.11119367,0.026520386,0.34186822,0.5413312,0.15374307,0.02299799,0.08112417,0.3100805,0.3321771,0.04650432,0.30865026,0.16032839,0.48898792,0.42876396,0.11659976,0.022583984,0.17139228,0.41489834,0.47513905,0.19446144,0.07198751,0.072775185,0.4400273,0.42370424,0.12635031,0.22697192,0.112150565,0.34179205,0.1713126,0.3276759,0.4956297,0.09452957,0.49556333,0.35059667,0.13329032,0.24218604,0.3371906,0.42547745,0.35367915,0.68368,0.75565565
0.5276891,0.4826834,0.5124127,0.49087635,0.5368962,0.43053797,0.42927927,0.34753528,0.5074778,0.55929184,0.6668823,0.37705964,0.4281297,0.35931274,0.3828627,0.3396371,0.32625768,0.38869396,0.4516623,0.2828041,0.2590351,0.40123004,0.62236106,0.43337977,0.20261337,0.26519823,0.43654472,0.34567192,0.4531229,0.2755361,0.2062424,0.45737383,0.46656153,0.47110677,0.39607197,0.3239056,0.37217027,0.47961253,0.38525146,0.26795807,0.4510203,0.39662609,0.35366464,0.42497197,0.40736452,0.46270186,0.38753664,0.47886124,0.34849432,0.28502992,0.49375376,0.37205106,0.45622623,0.64577484,0.6536719,0.74506134
0.5930586,0.5461837,0.5441169,0.5266618,0.5558948,0.51034296,0.094451636,0.35560304,0.53293395,0.35212076,0.3756884,0.17637639,0.36467,0.3319357,0.21265101,0.14156091,0.01137957,0.35707015,0.3978982,0.1867714,0.083728075,0.04721929,0.30705652,0.37928906,0.052594036,0.27448398,0.0767978,0.29842108,0.4350699,0.1697902,0.0029966831,0.117912486,0.39726496,0.44774005,0.21735957,0.07571393,0.024737895,0.461524,0.37265873,0.19408615,0.22681886,0.0941011,0.23302619,0.34982723,0.22616518,0.46496302,0.042576164,0.48497897,0.29186696,0.18542604,0.108006045,0.1559416,0.440826,0.4099681,0.68384475,0.7404142
0.5604803,0.51601815,0.5229734,0.48729074,0.5365492,0.5059243,0.44491476,0.45703113,0.56475985,0.5291169,0.6256381,0.42510676,0.5043673,0.41390958,0.38624087,0.360703,0.37387624,0.39489686,0.53502774,0.3348965,0.36761567,0.4214254,0.55539966,0.43939748,0.27422926,0.329737,0.43244213,0.43025905,0.43107986,0.3761843,0.24608132,0.4485746,0.44079438,0.44779018,0.36067963,0.30110538,0.35586756,0.48973712,0.4045697,0.3496135,0.3219769,0.43669015,0.304343,0.50392866,0.38964543,0.47017342,0.40938494,0.5290654,0.37630785,0.37525403,0.41273713,0.49819866,0.5075848,0.50533503,0.64610696,0.7489847
0.55997896,0.5060908,0.56567013,0.5053544,0.52126306,0.4896207,0.17685032,0.34807318,0.55104417,0.36011192,0.44580212,0.25197902,0.39354414,0.38643846,0.21349758,0.15956269,0.12301774,0.3882342,0.460171,0.2176665,0.09484919,0.14109477,0.3375549,0.4047741,0.16368796,0.29295677,0.16902599,0.35836828,0.4346484,0.21278644,0.0045364797,0.17646301,0.4336826,0.4166504,0.19674718,0.06626992,0.073339745,0.4593525,0.3770167,0.21579126,0.25709763,0.12003954,0.31639177,0.29783234,0.27449644,0.4606612,0.15248099,0.4978687,0.33214313,0.22568038,0.07628672,0.1849837,0.43547326,0.31208795,0.6606477,0.726265
0.57086664,0.53105956,0.5576366,0.51615876,0.51565784,0.4809316,0.41986793,0.35130894,0.4850328,0.5103581,0.64315486,0.40884757,0.44244072,0.34303355,0.30649942,0.36743882,0.366661,0.42855066,0.5388547,0.2891854,0.23244444,0.390118,0.5844108,0.45319146,0.32767385,0.31518286,0.43001914,0.37934622,0.4410529,0.31535354,0.2853709,0.44451186,0.48619115,0.4368659,0.3096295,0.2951011,0.34370384,0.45521182,0.4261625,0.29533473,0.3569246,0.37454647,0.36258283,0.46651095,0.39390802,0.4826766,0.39559236,0.527374,0.28549698,0.29470977,0.35422927,0.40321133,0.46994835,0.600687,0.6697238,0.7599971
0.5366672,0.50455165,0.53287053,0.51265395,0.51839775,0.47708142,0.12899657,0.35179755,0.50670314,0.34375942,0.3727852,0.24223393,0.30651265,0.3595046,0.18921258,0.14905146,0.05784248,0.38121805,0.41515252,0.14625746,0.05584549,0.06315228,0.31218475,0.39005065,0.19264959,0.35672247,0.1302985,0.36524016,0.4387902,0.16072005,0.047046326,0.14953169,0.4065063,0.41748297,0.1815066,0.08287317,0.0695526,0.4239665,0.38841382,0.18590286,0.32306832,0.03769234,0.28301242,0.3169448,0.25160542,0.47114176,0.08193825,0.4742749,0.30492395,0.15001553,0.0964832,0.22437079,0.3951826,0.39149576,0.65335524,0.7329517
0.0,0.0,0.0,0.0,0.0,0.0,0.46049562,0.0,0.0,0.06536901,0.0,0.0,0.0,0.0,0.08397788,0.0,0.39770538,0.0,0.0,0.12617709,0.0,0.34630495,0.22135153,0.0,0.14750424,0.0,0.49565098,0.035421222,0.0,0.22904493,0.0,0.2904587,0.0,0.0,0.13007084,0.0,0.37631047,0.0,0.0,0.30393374,0.0,0.39995512,0.04494998,0.18103106,0.21143112,0.0,0.32780397,0.0,0.0,0.20529166,0.02259545,0.26453042,0.0,0.1304183,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0000001,1.0,0.99999994,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,0.9999999,1.0,1.0,0.99999994,1.0,0.99999994,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,0.99999994,0.9453128,1.0,1.0
0.47893217,0.41726846,0.41194808,0.4305932,0.4755985,0.45573428,0.0,0.27413756,0.44439286,0.0,0.47828192,0.26421475,0.20773251,0.27777603,0.0,0.3225536,0.054614156,0.35512626,0.19894268,0.0,0.120885454,0.004992649,0.0,0.43185496,0.0,0.056824997,0.0,0.0,0.29732537,0.0,0.105461724,0.0,0.30923203,0.30821785,0.0,0.20337217,0.032131404,0.33365452,0.23680137,0.0,0.22402507,0.017716214,0.0,0.0,0.0,0.41306448,0.011135265,0.48293427,0.2304683,0.0,0.016838983,0.08705363,0.30904758,0.0,0.5149112,0.6396984
0.67803895,0.63777477,0.6480141,0.6259955,0.58550733,0.6471267,0.48342544,0.48440507,0.6427017,0.899711,0.7991651,0.52722514,0.5305526,0.45746887,0.74582016,0.57573605,0.4437822,0.47790787,0.6980599,0.598341,0.39424726,0.46793747,0.6985446,0.5618229,0.70995057,0.415349,0.47027436,0.5566723,0.6050205,0.6038606,0.3643554,0.45972157,0.5598789,0.5910476,0.70228493,0.49054366,0.48609102,0.49363515,0.5122416,0.5684193,0.5099384,0.4398138,0.46668708,0.95426035,0.6893993,0.5449116,0.48167568,0.5619332,0.43113488,0.6175653,0.5506396,0.8221436,0.49233076,1.0,0.717076,0.751579
0.5547712,0.53319335,0.5317258,0.5066697,0.56253994,0.4303478,0.115865335,0.29195395,0.44556475,0.30054545,0.45841083,0.067149386,0.3164656,0.33329946,0.071153805,0.24237233,0.070414096,0.33432218,0.31804058,0.04084502,0.09902499,0.0686738,0.2988339,0.3761829,0.13484064,0.24024746,0.16870928,0.34851253,0.38676634,0.1047733,0.12992424,0.073299065,0.42822576,0.41598293,0.079095334,0.12134117,0.11990827,0.3437475,0.36694708,0.12247901,0.18448165,0.072623655,0.29206768,0.13774683,0.23207015,0.47818613,0.102804825,0.4479935,0.31721085,0.13941035,0.0,0.0,0.32908383,0.3791238,0.6724697,0.75364846
0.5747719,0.5402943,0.5485523,0.51456743,0.53154975,0.6020793,0.5036733,0.4730482,0.6428462,0.63948077,0.6336962,0.47422373,0.59601367,0.51800317,0.40583706,0.41778794,0.36026457,0.4232276,0.5967921,0.32283324,0.42102733,0.39570224,0.63109004,0.5207649,0.3888358,0.4916937,0.48971146,0.52915776,0.5393495,0.39645618,0.3560628,0.38076282,0.47784576,0.48309612,0.40885586,0.3547312,0.427271,0.4750263,0.46006668,0.3936967,0.43471688,0.38870484,0.47829163,0.72597945,0.6010763,0.52584404,0.4342875,0.62313795,0.46694297,0.40041646,0.4080889,0.6155163,0.58722585,0.8130754,0.6629478,0.73250324
0.59257543,0.5522341,0.55594593,0.56228185,0.5631639,0.49387214,0.11995549,0.3690898,0.5684105,0.39052668,0.45581612,0.037560806,0.3872799,0.38118607,0.1468679,0.23132059,0.00025086105,0.33002684,0.5245632,0.120030254,0.001829341,0.03290157,0.3224892,0.3419648,0.10820045,0.30167395,0.19010766,0.4905399,0.45675793,0.1598105,0.06223832,0.11534961,0.42117867,0.46585393,0.19113691,0.17479926,0.035189196,0.39140356,0.41689706,0.13675451,0.2264826,0.04939437,0.3532597,0.1407818,0.3528684,0.51015514,0.025380194,0.48755828,0.3540018,0.16110918,0.27198738,0.2887136,0.4050418,0.3727886,0.68933004,0.75435996
0.5294461,0.49519798,0.50461644,0.49182636,0.5392215,0.45336244,0.41920722,0.37550396,0.51620966,0.56852007,0.6732442,0.32800737,0.41333973,0.40032333,0.36564764,0.42623737,0.30393854,0.38257083,0.3966959,0.28021508,0.26724333,0.35733137,0.5956087,0.43110082,0.21047609,0.2566066,0.43932644,0.36136,0.42588502,0.29426563,0.20993724,0.39220285,0.4687516,0.46102318,0.41341883,0.3759411,0.3409453,0.42781153,0.3726198,0.28880328,0.45237404,0.34868285,0.39274848,0.40601814,0.41667143,0.4618489,0.34510368,0.47300112,0.35499457,0.2835341,0.42961937,0.3907462,0.44004905,0.6747242,0.663006,0.74559534
0.6019566,0.5466843,0.55262965,0.5278646,0.55782056,0.5210601,0.050047085,0.37745595,0.5394599,0.3965018,0.45077717,0.054117262,0.3658174,0.36327478,0.21189985,0.26296014,0.0,0.35903347,0.36489892,0.1984978,0.06708896,0.013332948,0.3303281,0.39165607,0.077987134,0.29279807,0.066478774,0.29481992,0.45591822,0.21327649,0.057413206,0.057897627,0.40022323,0.43058857,0.2754144,0.1797545,0.0,0.42036688,0.364588,0.23819073,0.23149458,0.051913776,0.25894824,0.32938173,0.2541383,0.46822694,0.0,0.48300478,0.32251325,0.22165474,0.07796645,0.17875516,0.41831204,0.47515428,0.6922595,0.74075407
0.5677697,0.5255079,0.5244101,0.50374967,0.5374651,0.5100246,0.40115497,0.4551776,0.5640074,0.5351414,0.67715937,0.29387265,0.48931795,0.42541912,0.37520698,0.4802972,0.3612587,0.3869356,0.5065503,0.3409741,0.3819392,0.36930972,0.564623,0.44300604,0.24890749,0.33864632,0.4020394,0.40015462,0.43887842,0.36658108,0.28879803,0.387611,0.4420715,0.4445107,0.40594327,0.38138205,0.32344964,0.45535666,0.40033248,0.37494224,0.3379812,0.37021416,0.32026342,0.46744466,0.38553256,0.48267502,0.3734536,0.51093996,0.3933292,0.3853004,0.3598224,0.46965432,0.48416275,0.536985,0.6532381,0.74912846
0.56275815,0.5260096,0.5563493,0.51031405,0.5255096,0.5008462,0.11903717,0.34737083,0.53277016,0.39422417,0.46907556,0.14211203,0.37289435,0.39687252,0.20941904,0.2699891,0.09199578,0.3804337,0.4256867,0.2320338,0.10997445,0.062299535,0.32751656,0.3880041,0.15980875,0.3096459,0.15596142,0.36921674,0.41707635,0.24108335,0.06805702,0.111177325,0.43814558,0.4290346,0.26122153,0.13381264,0.028786868,0.43740082,0.3723154,0.2415737,0.26276463,0.098587565,0.33125082,0.29332432,0.28478423,0.46507642,0.07611424,0.494119,0.34872386,0.26400378,0.05086419,0.23349452,0.42528206,0.3087278,0.6655117,0.72506607
0.56868845,0.53020406,0.54851973,0.51583284,0.53383136,0.46219522,0.39843488,0.36557057,0.48246038,0.53985894,0.6382063,0.27265063,0.40011722,0.356268,0.32766932,0.45188707,0.3610349,0.4090429,0.50583136,0.2782093,0.23493291,0.32977125,0.5183358,0.44763786,0.30534068,0.32224503,0.39674887,0.3810313,0.4594422,0.32325572,0.305295,0.427963,0.4920151,0.4326012,0.34513226,0.3136261,0.32561493,0.41442806,0.43271518,0.3280744,0.34038228,0.33509007,0.38561913,0.47966984,0.4205022,0.48672178,0.32917082,0.536363,0.32194123,0.3261199,0.34554112,0.38664463,0.4374803,0.5593993,0.6739295,0.7593
0.5417445,0.506819,0.52314925,0.52288723,0.5292282,0.49169886,0.117167026,0.35096455,0.4999273,0.36476338,0.43005985,0.17040537,0.3049221,0.36479092,0.18663794,0.28472677,0.065761656,0.3737505,0.37509522,0.1163283,0.038351804,0.0,0.33878058,0.3814429,0.17654236,0.35912275,0.14093569,0.37725654,0.4129266,0.18436675,0.10468112,0.119266026,0.4135702,0.42545608,0.2201267,0.13694558,0.076480575,0.40677175,0.39152288,0.20789085,0.30931413,0.0,0.3242414,0.32474354,0.28606045,0.47268134,0.023742437,0.4860806,0.3251628,0.20008986,0.11125752,0.26469418,0.40368795,0.378273,0.6559509,0.73114175
0.0,0.0,0.0,0.0,0.0,0.0,0.01527667,0.0,0.0,0.012846023,0.0,0.010021061,0.0,0.0,0.056561872,0.0,0.116490774,0.0,0.0,0.12320412,0.0,0.0,0.49573588,0.0,0.043318674,0.0,0.2937052,0.0334121,0.0,0.20148495,0.0,0.19073704,0.0,0.0,0.061539844,0.0,0.097592786,0.0,0.0,0.29116789,0.0,0.037363067,0.06326382,0.23420838,0.17789853,0.0,0.0,0.0,0.0,0.21869251,0.0,0.22845463,0.0,0.08590433,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,0.929353,1.0,1.0
0.49004322,0.4163677,0.40373033,0.4250542,0.4743513,0.4558872,0.0,0.30485278,0.41717103,0.0,0.5390897,0.23387554,0.19642353,0.3248484,0.0,0.3536097,0.18224065,0.35341403,0.18509138,0.0,0.13844149,0.2804161,0.0,0.42092845,0.00030463934,0.09419964,0.0,0.0,0.25638065,0.0,0.1494675,0.017334908,0.2458201,0.28759784,0.0,0.26608145,0.1387403,0.30829203,0.2359963,0.0,0.21381268,0.022088245,0.0,0.0,0.0,0.40652436,0.2969129,0.4515435,0.22599913,0.0,0.052014425,0.13439962,0.2634167,0.0,0.5164567,0.64273626
0.680793,0.6413113,0.64681625,0.61436015,0.58397686,0.6527638,0.47178498,0.5182074,0.63936484,0.8592379,0.76156485,0.50386363,0.53093076,0.5196538,0.68733627,0.5415371,0.43158337,0.48299775,0.71053076,0.5509703,0.3693611,0.6318589,0.56523657,0.57893527,0.65217924,0.42970002,0.48497677,0.52896464,0.6400097,0.56568706,0.39516005,0.46888345,0.5469522,0.5864892,0.6867745,0.49890643,0.5493024,0.47424176,0.5063125,0.55141795,0.5150317,0.3846327,0.46990412,0.82587874,0.7116296,0.5618284,0.62331367,0.5095284,0.4337074,0.59942573,0.52500904,0.9297124,0.5305886,1.0,0.71846485,0.7482209
0.55803865,0.53586966,0.5187195,0.49528858,0.5653047,0.4359747,0.1229749,0.32415012,0.43108878,0.28418452,0.48196578,0.015621737,0.33384818,0.33931312,0.065774724,0.27662915,0.06761376,0.3286884,0.3071229,0.019700617,0.12085168,0.24343374,0.22174168,0.38090417,0.038935944,0.2605841,0.1800283,0.3011157,0.32581064,0.08985697,0.21012364,0.04552868,0.3391214,0.39125606,0.026893511,0.15819137,0.2362348,0.3086172,0.35961047,0.12845646,0.19643858,0.0697549,0.28292227,0.23577517,0.24132116,0.48748082,0.22188713,0.41443762,0.34247258,0.13033226,0.048625752,0.0,0.31341422,0.33502275,0.67430276,0.7564631
0.59477204,0.54838973,0.5422333,0.5147576,0.538222,0.6214239,0.5630748,0.49617139,0.633306,0.6401545,0.65936446,0.46843916,0.61963046,0.54894465,0.37799162,0.45481706,0.31845295,0.41486812,0.6095964,0.31345242,0.44160998,0.43262315,0.5887944,0.52534765,0.31459063,0.5238385,0.5263139,0.4653833,0.5781761,0.36403242,0.43448466,0.38027915,0.46318674,0.45923385,0.37755448,0.38505268,0.46935028,0.462295,0.436266,0.40173915,0.432674,0.29946005,0.4835264,0.685151,0.6099628,0.5246954,0.51707244,0.56330454,0.4579612,0.3823889,0.42717594,0.6685808,0.5633136,0.7863274,0.66778755,0.7298449
0.6058815,0.5621816,0.5627183,0.5638432,0.56452936,0.49984944,0.13906929,0.42763266,0.5663369,0.41769764,0.53955173,0.024508893,0.34946707,0.39969656,0.17627344,0.28764418,0.0,0.315333,0.48113126,0.1085427,0.050612897,0.24379858,0.24778318,0.3524831,0.06439671,0.3311145,0.27774838,0.42312732,0.394432,0.15086147,0.152769,0.105508424,0.34644035,0.4612694,0.1828371,0.23139831,0.0925822,0.36178827,0.4204164,0.16274154,0.25898814,0.05970902,0.3255741,0.21993345,0.35952154,0.517167,0.18448439,0.45432258,0.32884967,0.1709389,0.2995015,0.29662213,0.39007467,0.4010708,0.69513136,0.75313884
0.53928834,0.51248217,0.510063,0.4817562,0.54167706,0.46064013,0.41606015,0.42701465,0.5137774,0.5908277,0.68163717,0.3147027,0.41945225,0.4396982,0.3662296,0.4137973,0.30414265,0.3735991,0.38020372,0.26908636,0.2966567,0.4930121,0.45651263,0.43656793,0.14521205,0.297634,0.4220224,0.32957584,0.41037065,0.26256928,0.2528519,0.3669486,0.440675,0.45357478,0.42001575,0.3862002,0.33915693,0.39856467,0.3761208,0.30940217,0.48376465,0.3034938,0.3935209,0.403468,0.4185812,0.46787998,0.45976025,0.44898826,0.30879924,0.27864206,0.44093603,0.4685106,0.45780262,0.67850214,0.6683133,0.7432485
0.61649317,0.5526537,0.56292266,0.51300013,0.56455696,0.53250533,0.018026173,0.42604643,0.5253038,0.4219152,0.4910671,0.0,0.35050538,0.4119118,0.21974798,0.26738486,0.03673786,0.34943798,0.35589457,0.16594076,0.08510917,0.21099436,0.26808807,0.40791294,0.0,0.31507942,0.04630263,0.2788122,0.40193504,0.17284039,0.1304124,0.0,0.3539872,0.42659813,0.24890967,0.23691921,0.0,0.39370066,0.35169554,0.23555541,0.2609899,0.003395021,0.27395424,0.33729184,0.2859411,0.47187814,0.14902553,0.47037205,0.31019115,0.20402583,0.12131182,0.23099178,0.392092,0.49061325,0.69494975,0.7372721
0.5755543,0.5275424,0.533588,0.49160504,0.53470784,0.5224708,0.38947955,0.46571362,0.55717003,0.5416423,0.67639816,0.23940466,0.48927212,0.44258124,0.36055505,0.47816607,0.37939402,0.38840052,0.52538896,0.32670563,0.36066502,0.4887775,0.45312575,0.44931063,0.19623855,0.34474605,0.40827656,0.3767772,0.45949122,0.31999803,0.34451893,0.33956885,0.39772868,0.43021506,0.37875548,0.42072332,0.29410198,0.43740854,0.39156973,0.37628523,0.3538894,0.29561654,0.3215459,0.46153823,0.4476813,0.48810044,0.4666118,0.49672976,0.38502494,0.34657222,0.34982574,0.51523745,0.48448014,0.51675165,0.654641,0.7486429
0.56914335,0.5336608,0.55498576,0.4973099,0.52329993,0.5059532,0.1683561,0.39064845,0.50726426,0.40871993,0.49834585,0.12313917,0.34011152,0.40368453,0.20917314,0.31267986,0.11701599,0.37725,0.41250223,0.1770258,0.10417459,0.26855084,0.23352346,0.38367826,0.10284969,0.319099,0.19071133,0.36628163,0.39426202,0.20759839,0.17338239,0.09225729,0.39217055,0.4229871,0.21455248,0.20097041,0.06568612,0.42768782,0.36769247,0.24537249,0.26707032,0.08749266,0.33270308,0.32292873,0.32665616,0.4683595,0.20462124,0.4837848,0.3440339,0.23138502,0.077269405,0.2711822,0.4262882,0.31653947,0.6686445,0.7278377
0.58061296,0.536936,0.546161,0.503609,0.5327567,0.46124697,0.44324633,0.39621353,0.4775199,0.56553745,0.66719246,0.24768364,0.40165257,0.38164192,0.349313,0.46403226,0.37599486,0.38668954,0.49565756,0.25182527,0.2682469,0.5029824,0.40838113,0.43843094,0.26076064,0.31720287,0.41736138,0.36117306,0.43380657,0.29213482,0.3517689,0.4283433,0.43614286,0.4458295,0.32865828,0.35893607,0.35755518,0.38507912,0.4268749,0.33776933,0.34941265,0.37007985,0.37371433,0.44261292,0.4411656,0.49598837,0.42880556,0.5032428,0.34512207,0.33254614,0.3355263,0.44349164,0.4333205,0.5322417,0.6766226,0.76101756
0.5590723,0.5178474,0.5181561,0.5177087,0.51845455,0.5028221,0.10058763,0.37647438,0.4957972,0.38266432,0.49392077,0.16457413,0.28806296,0.39226002,0.2112359,0.31268278,0.10214825,0.3690723,0.37510824,0.084160775,0.081288256,0.21610004,0.28603837,0.38681233,0.092635594,0.37272584,0.19641007,0.3705162,0.38638917,0.13825822,0.17808992,0.07545391,0.3948378,0.43684453,0.21972026,0.2141946,0.13690941,0.37855187,0.38054395,0.2003169,0.32536277,0.0,0.35012814,0.3064288,0.28557727,0.47219664,0.19917849,0.4657321,0.34183693,0.19905111,0.16699943,0.2925522,0.4049695,0.36196062,0.65823513,0.7339866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015615821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109532304,0.0,0.0,0.5169919,0.0,0.0,0.0,0.19375663,0.04412973,0.0,0.17443153,0.0,0.09891011,0.0,0.0,0.020860493,0.0,0.0,0.0,0.0,0.2622437,0.0,0.0,0.05681017,0.20124355,0.08558267,0.0,0.0,0.0,0.0,0.17931733,0.0,0.28664216,0.0,0.009219348,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0000001,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0000001,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,0.99999994,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0000001,1.0,1.0,1.0,0.99999994,1.0,0.99999994,0.99999994,1.0,0.98273265,1.0,1.0
0.48801386,0.41605875,0.40939403,0.408108,0.4747033,0.44145176,0.15765014,0.3429673,0.3760108,0.022046387,0.57165766,0.33239767,0.2327924,0.32396138,0.0013523102,0.39743862,0.2550074,0.3494285,0.051947623,0.0,0.20509529,0.4084573,0.0,0.40643808,0.044457763,0.13705158,0.0,0.0,0.20313358,0.0,0.20698313,0.018457085,0.16783412,0.29056245,0.0,0.3253157,0.16679564,0.3448165,0.25097948,0.0,0.19625616,0.08942848,0.0,0.0,0.0,0.40049532,0.38181415,0.4291423,0.24434204,0.0,0.07390049,0.15673988,0.19639203,0.0,0.5124146,0.6441766
0.6662281,0.6341581,0.6647715,0.59302247,0.5891193,0.6485413,0.5537313,0.5143203,0.6369096,0.84608066,0.7283654,0.5398668,0.6301061,0.555094,0.6704705,0.5293091,0.43406543,0.47104013,0.6544862,0.5132886,0.4216709,0.66821134,0.5463524,0.589808,0.61538625,0.4376042,0.4486314,0.4820112,0.65789974,0.5042453,0.42102686,0.49025124,0.5705659,0.5592681,0.6390526,0.50695705,0.52196515,0.498747,0.49703002,0.51749235,0.51394206,0.38738865,0.47759232,0.68576896,0.6452202,0.5591702,0.6394503,0.4715242,0.46095914,0.5316823,0.51209617,0.9845395,0.5860559,0.99999994,0.71715885,0.7484581
0.5550492,0.5309115,0.5167615,0.47511983,0.57656705,0.4242571,0.348344,0.35290313,0.4286555,0.30985436,0.5371645,0.07823011,0.38575187,0.33047745,0.12999812,0.31668735,0.0982243,0.29901218,0.30533844,0.02637294,0.19580229,0.35695586,0.16451713,0.37679484,0.057701252,0.2688823,0.19839446,0.25996304,0.30288976,0.08940011,0.28058907,0.05323693,0.22139677,0.3718616,0.041855544,0.22339013,0.25499806,0.3061825,0.37841514,0.15327445,0.23124701,0.12991719,0.2093595,0.2641557,0.23216331,0.48190862,0.3419624,0.39261,0.3774679,0.09294529,0.094226226,0.0,0.282324,0.29179657,0.67294365,0.7548867
